ship_postal_code,ship_city,ship_state
845420.0,Madhuban,Bihar
444705.0,Anjangaon Surji,Maharashtra
680712.0,Thrisur,Kerala
833103.0,West Singhbhum,Jharkhand
142029.0,Ludhiana,Punjab
682304.0,Ernakulam,Kerala
394330.0,Surat,Gujarat
602108.0,Thiruvallur,Tamil Nadu
731224.0,Rampurhat,West Bengal
736135.0,Dinhata,West Bengal
829210.0,Dakra,Jharkhand
144626.0,Sultanpur,Punjab
605103.0,Villupuram,Tamil Nadu
786004.0,Dibrugarh,Assam
283135.0,Shikohabad,Uttar Pradesh
625022.0,Madurai,Tamil Nadu
721602.0,Haldia,West Bengal
531116.0,Narsipatnam,Andhra Pradesh
314025.0,Sagwara,Rajasthan
533345.0,Biccavolu,Andhra Pradesh
678508.0,Nemmara,Kerala
486885.0,Vindhya Nagar Ntpc Township,Madhya Pradesh
585403.0,Bidar,Karnataka
585330.0,Homnabad,Karnataka
410502.0,Junnar,Maharashtra
322230.0,Hindaun,Rajasthan
591102.0,Bail Hongal,Karnataka
144043.0,Jalandhar,Punjab
250401.0,Mawana Meerut,Uttar Pradesh
828205.0,Nirsa Dist-Dhanbad,Jharkhand
173021.0,Paonta Sahib,Himachal Pradesh
781103.0,Kamrup,Assam
781317.0,Sarbhog,Assam
641007.0,Coimbatore,Tamil Nadu
689112.0,Pathanamthitta,Kerala
678557.0,Chittur,Kerala
442917.0,Nanda,Maharashtra
209111.0,Pukhrayan,Uttar Pradesh
464551.0,Raisen,Madhya Pradesh
628204.0,Kayalpattinam,Tamil Nadu
380016.0,Ahmedabad,Gujarat
689104.0,Thiruvalla,Kerala
577427.0,Shikarpur,Karnataka
362520.0,Diu,Dadra And Nagar
842003.0,Muzaffarpur,Bihar
382870.0,Vijapur,Gujarat
143115.0,Jandiala Amritsar District,Punjab
212301.0,Naini Industrial Area,Uttar Pradesh
689668.0,Pathanamthitta,Kerala
638503.0,Periyakodiveri,Tamil Nadu
783348.0,Anand Nagar,Assam
628952.0,Kayatharu,Tamil Nadu
673301.0,Feroke,Kerala
531020.0,Ntpc Simhadri Township,Andhra Pradesh
829104.0,Bermo,Jharkhand
190002.0,Srinagar,Jammu & Kashmir
175024.0,Mandi,Himachal Pradesh
636203.0,Mallur,Tamil Nadu
515133.0,Kothacheruvu,Andhra Pradesh
700011.0,Kolkata,West Bengal
246179.0,Lansdowne,Uttarakhand
140103.0,Kurali,Punjab
562117.0,Kanakapura,Karnataka
683587.0,Ernakulam,Kerala
581303.0,Karwar,Karnataka
768019.0,Burla,Odisha
686651.0,Palai,Kerala
533296.0,Rajahmundry,Andhra Pradesh
576257.0,Kundapura,Karnataka
685533.0,Vandiperiyar,Kerala
854328.0,Jogabani,Bihar
521002.0,Machilipatnam,Andhra Pradesh
466445.0,Budni,Madhya Pradesh
673636.0,"Thenhipalam, Malappuram",Kerala
442104.0,Seloo Wardha District,Maharashtra
517640.0,Srikalahasti,Andhra Pradesh
412301.0,Pune,Maharashtra
722122.0,Bishnupur Bankura District,West Bengal
627120.0,Tirunelveli District,Tamil Nadu
160008.0,Chandigarh,Chandigarh
756056.0,Baleshwar,Odisha
508204.0,Huzur Nagar,Telangana
144521.0,Balachaur,Punjab
638311.0,Ammapettai Erode District,Tamil Nadu
606202.0,Kallakurichi,Tamil Nadu
795134.0,Nambol,Manipur
835234.0,Ranchi,Jharkhand
392012.0,Bharuch  Dehgam,Gujarat
584103.0,Raichur,Karnataka
680686.0,Perinjanam,Kerala
630302.0,Devakottai,Tamil Nadu
362225.0,Mangrol,Gujarat
184121.0,Samba,Jammu & Kashmir
603001.0,Chengalpattu,Tamil Nadu
502273.0,Jogipet,Telangana
732208.0,Sonatala,West Bengal
227412.0,Korwa,Uttar Pradesh
722203.0,Beliatore,West Bengal
402204.0,Usar Midc,Maharashtra
462024.0,Bhopal,Madhya Pradesh
413502.0,Paranda,Maharashtra
627005.0,Tirunelveli,Tamil Nadu
503101.0,District Kamareddy,Telangana
454774.0,Pithampur Industrial Hub,Madhya Pradesh
629175.0,Kanyakumari,Tamil Nadu
827006.0,Bokaro Steel City,Jharkhand
121005.0,Faridabad,Haryana
274401.0,Fazi Nagar,Uttar Pradesh
400707.0,Navi Mumbai,Maharashtra
700093.0,Kolkata,West Bengal
731201.0,Ahmadpur,West Bengal
713359.0,Asansol,West Bengal
713202.0,Durgapur,West Bengal
641301.0,Mettupalayam Coimbatore District,Tamil Nadu
577432.0,Tirthahalli,Karnataka
766002.0,Bhawanipatna,Odisha
641021.0,Coimbatore,Tamil Nadu
413521.0,Nilanga,Maharashtra
522101.0,Bapatla,Andhra Pradesh
301025.0,Bharatpur,Rajasthan
136119.0,Kurukshetra,Haryana
768017.0,Burla,Odisha
190010.0,Srinagar,Jammu & Kashmir
518422.0,Atmakur,Andhra Pradesh
695027.0,Trivandrum,Kerala
480106.0,Sausar,Madhya Pradesh
627416.0,Tirunelveli,Tamil Nadu
673314.0,Malappuram,Kerala
462011.0,Bhopal,Madhya Pradesh
224120.0,Faizabad,Uttar Pradesh
570032.0,Mysuru,Karnataka
851218.0,Begusarai,Bihar
403110.0,"Old Goa, North Goa District",Goa
343001.0,Jalor,Rajasthan
209865.0,Bighapur,Uttar Pradesh
682310.0,Kunnathunad,Kerala
532312.0,Ichchapuram,Andhra Pradesh
744104.0,Port Blair,Andaman & Nicobar 
572105.0,Tumakuru,Karnataka
828202.0,Chirkunda,Jharkhand
700042.0,Kolkata,West Bengal
413115.0,Pune,Maharashtra
761018.0,Purusottampur,Odisha
331301.0,Rampura Beri,Rajasthan
607003.0,Cuddalore,Tamil Nadu
521125.0,Mopidevi,Andhra Pradesh
533307.0,Kapileswarapuram,Andhra Pradesh
641047.0,Gudalur Coimbatore District,Tamil Nadu
403717.0,Carmona,Goa
600038.0,Chennai,Tamil Nadu
600112.0,Chennai,Tamil Nadu
403723.0,Velim,Goa
679573.0,Kuttipuram Malappuram District,Kerala
152021.0,Mallanwala Khass,Punjab
688001.0,Alappuzha,Kerala
574143.0,Manglore,Karnataka
690532.0,Chingoli,Kerala
384355.0,Vadnagar,Gujarat
500052.0,Hyderabad,Telangana
612103.0,"Puliyampettai, Thirupuvanam Thanjavur District",Tamil Nadu
632008.0,Vellore,Tamil Nadu
603308.0,Chengalpattu,Tamil Nadu
272271.0,Menhdawal,Uttar Pradesh
175005.0,Kamand,Himachal Pradesh
608301.0,Kattumannarkoil,Tamil Nadu
421002.0,Thane,Maharashtra
591126.0,Saundatti Yellamma,Karnataka
452008.0,Indore,Madhya Pradesh
416516.0,Vengurla,Maharashtra
442301.0,Hinganghat,Maharashtra
145101.0,Kauntarpur,Punjab
272002.0,Basti,Uttar Pradesh
212306.0,Koraon,Uttar Pradesh
305624.0,Vijainagar Ajmer District,Rajasthan
785686.0,Sibsagar,Assam
517130.0,Chittoor,Andhra Pradesh
505210.0,Ramagundam,Telangana
626149.0,Srivilliputhur,Tamil Nadu
742212.0,Farakka Barrage Township,West Bengal
734008.0,Jalpaiguri,West Bengal
700134.0,Kolkata,West Bengal
574229.0,Mangaluru,Karnataka
225401.0,Barabanki,Uttar Pradesh
389110.0,Dohad,Gujarat
757041.0,Udala,Odisha
581400.0,Karwar,Karnataka
413006.0,Solapur,Maharashtra
627751.0,Kadayanallur,Tamil Nadu
609314.0,Nagapattinam,Tamil Nadu
600103.0,Chennai,Tamil Nadu
271604.0,Utraula,Uttar Pradesh
152001.0,Ferozepur Cantt,Punjab
741249.0,Subarnapur,West Bengal
689641.0,Pathanamthitta,Kerala
638476.0,Gobichettipalayam,Tamil Nadu
364505.0,Gariyadhar,Gujarat
249205.0,Dstr-  Dehradun,Uttarakhand
680617.0,Karamuck,Kerala
523165.0,Chirala,Andhra Pradesh
387620.0,Kapadvanj,Gujarat
721147.0,Paschim Medinipur,West Bengal
713405.0,Piarinagar,West Bengal
638316.0,Erode,Tamil Nadu
743134.0,Halisahar,West Bengal
415203.0,Madangad,Maharashtra
431004.0,Aurangabad,Maharashtra
505468.0,Huzurabad,Telangana
241124.0,Shahabad Hardoi,Uttar Pradesh
246001.0,Pauri,Uttarakhand
600067.0,Chennai,Tamil Nadu
496551.0,Baramkela,Chhattisgarh
307030.0,Jalor,Rajasthan
571110.0,Gargeswari,Karnataka
440032.0,Nagpur,Maharashtra
194201.0,Choglamsar,Ladakh
531085.0,Visakhapatnam,Andhra Pradesh
695036.0,Thiruvananthapuram,Kerala
712123.0,Bandel,West Bengal
606755.0,Tiruvannamalai Dt,Tamil Nadu
225305.0,Fatehpur Bara Banki District,Uttar Pradesh
624005.0,Dindigul,Tamil Nadu
572121.0,Tumakuru,Karnataka
212402.0,Phulpur Allahabad District,Uttar Pradesh
562129.0,"Bengaluru,Devnahalli",Karnataka
713103.0,Burdwan,West Bengal
176209.0,Kangra,Himachal Pradesh
689510.0,Chengannur,Kerala
131305.0,Gohana,Haryana
532443.0,Srikakulam,Andhra Pradesh
600098.0,Chennai,Tamil Nadu
841403.0,Chapra,Bihar
502314.0,Sangareddy,Telangana
641108.0,Chinnathadagam,Tamil Nadu
690101.0,Mavelikkara,Kerala
248125.0,Vikasnagar,Uttarakhand
516213.0,Kadapa,Andhra Pradesh
403804.0,Vasco Da Gama,Goa
212206.0,Karari,Uttar Pradesh
629502.0,Ganapathipuram,Tamil Nadu
813221.0,Gazipur,Bihar
629157.0,Kanyakumari,Tamil Nadu
262310.0,Banbasa,Uttarakhand
741137.0,Nadia,West Bengal
506011.0,Warangal Urban,Telangana
380027.0,Ahmedabad,Gujarat
843113.0,Muzaffarpur,Bihar
670303.0,Cheruthazham,Kerala
636016.0,Salem,Tamil Nadu
673507.0,Kunnummal,Kerala
209721.0,Chhibramau,Uttar Pradesh
384151.0,Sidhpur,Gujarat
442404.0,Chandrapur,Maharashtra
402126.0,Roha,Maharashtra
782435.0,Hojai,Assam
535525.0,"Garugubilli Mandal, Vizianagaram Dist",Andhra Pradesh
626203.0,Sattur,Tamil Nadu
248159.0,Dehradun,Uttarakhand
625527.0,Usilampatti,Tamil Nadu
561208.0,Gauribidanur,Karnataka
142053.0,"Daudhar, Moga",Punjab
360024.0,Veraval Rajkot District,Gujarat
500101.0,Hyderabad,Telangana
453001.0,Indore,Madhya Pradesh
190014.0,Srinagar,Jammu & Kashmir
841219.0,Parsa,Bihar
691581.0,Kollam,Kerala
679562.0,Vadakkekad,Kerala
629164.0,Kanniyakumari,Tamil Nadu
431008.0,Aurangabad,Maharashtra
641110.0,Coimbatore,Tamil Nadu
700137.0,Budge Budge,West Bengal
614206.0,Ayyampettai Thanjavur District,Tamil Nadu
243005.0,Bareilly,Uttar Pradesh
682031.0,Kochi,Kerala
695570.0,Thiruvananthapuram,Kerala
605401.0,Villupuram,Tamil Nadu
802126.0,Buxar,Bihar
641020.0,Periyanaickenpalayam,Tamil Nadu
560110.0,Bengaluru,Karnataka
576219.0,Udupi,Karnataka
678633.0,Ottappalam,Kerala
691021.0,Kollam,Kerala
274402.0,Kushinagar,Uttar Pradesh
610001.0,Thiruvarur,Tamil Nadu
471201.0,Nowgong,Madhya Pradesh
524307.0,Nellore,Andhra Pradesh
721166.0,Sabang,West Bengal
243633.0,Bilsi,Uttar Pradesh
414106.0,Ahmednagar,Maharashtra
494553.0,Bade Bacheli,Chhattisgarh
493332.0,Baloda Bazar,Chhattisgarh
829124.0,Ramgarh,Jharkhand
431712.0,Hadgaon,Maharashtra
700132.0,New Barrackpur,West Bengal
151301.0,Raman,Punjab
610105.0,Nannilam,Tamil Nadu
523316.0,Markapur,Andhra Pradesh
690531.0,Kayamkulam,Kerala
781313.0,Barpeta Road,Assam
754113.0,Jagatsinghapur,Odisha
682509.0,Nayarambalam,Kerala
415505.0,Khatav,Maharashtra
382115.0,Ahmedabad,Gujarat
743273.0,Gobardanga,West Bengal
673504.0,Nadapuram,Kerala
444709.0,Dattapur Dhamangaon,Maharashtra
678553.0,"Nallepilly P.O , Palakkad Dt",Kerala
686666.0,Kothamangalam,Kerala
226031.0,Lucknow,Uttar Pradesh
851112.0,Baruni,Bihar
678103.0,Chittur Thathamangalam,Kerala
799102.0,Golaghati,Tripura
521366.0,Pedana,Andhra Pradesh
581341.0,Honavar,Karnataka
759146.0,Saranga,Odisha
171004.0,Shimla,Himachal Pradesh
700111.0,Panihati,West Bengal
785685.0,Nazira,Assam
571232.0,Kushalanagara,Karnataka
573121.0,Belur,Karnataka
695016.0,Thiruvananthapuram,Kerala
624004.0,Dindigul,Tamil Nadu
416001.0,Kolhapur,Maharashtra
396375.0,Valsad,Gujarat
416013.0,Kolhapur,Maharashtra
176219.0,Dharmsala,Himachal Pradesh
770038.0,Bonaigarh,Odisha
731234.0,Sainthia,West Bengal
695033.0,Thiruvananthapuram,Kerala
422007.0,Nashik,Maharashtra
362110.0,Junagadh,Gujarat
442505.0,Chandrapur,Maharashtra
854315.0,Purnea,Bihar
431131.0,Manjlegaon,Maharashtra
683578.0,N. Paravur,Kerala
515661.0,"Edulamustoor ,Bathalapalle",Andhra Pradesh
785612.0,Bokakhat,Assam
638003.0,Erode,Tamil Nadu
396521.0,Chikhli,Gujarat
271201.0,Bishunipur,Uttar Pradesh
606803.0,"Polur Taluk, Thiruvanamalai District",Tamil Nadu
673526.0,Kozhikode,Kerala
124104.0,Jhajjar,Haryana
783129.0,Lakhipur Goalpara District,Assam
761215.0,Garabandha,Odisha
713325.0,Asansol,West Bengal
492007.0,Raipur,Chhattisgarh
507164.0,"Khammam, Vemsoor(Mandal)",Telangana
305205.0,Ajmer,Rajasthan
222143.0,Machhali Shahar Jaunpur,Uttar Pradesh
464001.0,Vidisha,Madhya Pradesh
228171.0,Sultanpur,Uttar Pradesh
735211.0,Falakata,West Bengal
272208.0,Uska Bazar,Uttar Pradesh
140901.0,New Chandigarh,Punjab
413606.0,Umarga,Maharashtra
226101.0,Lucknow,Uttar Pradesh
670309.0,Payyannur,Kerala
678762.0,Mannarkad I,Kerala
177113.0,Kangra,Himachal Pradesh
431715.0,Mukhed,Maharashtra
751018.0,Bhubaneswar,Odisha
686672.0,Ernakulam,Kerala
202122.0,Aligarh,Uttar Pradesh
686546.0,Changanacherry,Kerala
825402.0,Ichak,Jharkhand
573211.0,Hole Narsipur,Karnataka
770017.0,Rajgangpur,Odisha
413525.0,Osmanabad,Maharashtra
522257.0,Guntur,Andhra Pradesh
620019.0,Tiruchirappalli,Tamil Nadu
624616.0,Oddanchatram,Tamil Nadu
711313.0,Sankrail,West Bengal
174103.0,Barotiwala Industrial Area,Himachal Pradesh
341502.0,Borawar,Rajasthan
676309.0,Kodinhi P O,Kerala
394221.0,Surat,Gujarat
841439.0,Siwan,Bihar
670591.0,Vattapoyil,Kerala
490042.0,Bhilai,Chhattisgarh
232108.0,Sakaldiha,Uttar Pradesh
180020.0,Jammu,Jammu & Kashmir
312022.0,Bhilwara,Rajasthan
533223.0,Kothapeta,Andhra Pradesh
621651.0,Kallakudi,Tamil Nadu
680616.0,Venkitangu,Kerala
174315.0,Mehatpur,Himachal Pradesh
305022.0,Pushkar,Rajasthan
333001.0,Jhunjhunu,Rajasthan
533220.0,I Polavaram,Andhra Pradesh
222302.0,Sultanpur,Uttar Pradesh
520003.0,"Kedareswara Pet ,  Vijayawada",Andhra Pradesh
410504.0,Pune,Maharashtra
614704.0,Muthupet,Tamil Nadu
851135.0,Bihta Begusarai District,Bihar
534452.0,Kamavarapukota,Andhra Pradesh
614001.0,Mannargudi,Tamil Nadu
175016.0,Mandi,Himachal Pradesh
110083.0,New Delhi,Delhi
285123.0,Jalaun,Uttar Pradesh
181143.0,Samba,Jammu & Kashmir
140306.0,Mohali,Punjab
176037.0,Baroh,Himachal Pradesh
825412.0,Dhanwar,Jharkhand
518301.0,Adoni,Andhra Pradesh
505490.0,Karimnagar,Telangana
700086.0,Kolkata,West Bengal
673585.0,Narikkuni,Kerala
524408.0,Nellore(Dt),Andhra Pradesh
591222.0,Chikodi,Karnataka
671313.0,Kayyur,Kerala
686669.0,Muvattupuzha,Kerala
523329.0,Markapur,Andhra Pradesh
533229.0,Narendrapuram,Andhra Pradesh
506143.0,"Station Ghanpur,Warangal District",Telangana
523286.0,Ongole,Andhra Pradesh
272192.0,Itwa,Uttar Pradesh
676552.0,Valanchery,Kerala
754208.0,Cuttack,Odisha
679521.0,Ottappalam,Kerala
391155.0,Chhotaudepur,Gujarat
767017.0,Sonapur,Odisha
506348.0,Warangal,Telangana
814145.0,Dumka,Jharkhand
636103.0,Ayothiapattinam,Tamil Nadu
416010.0,Kolhapur,Maharashtra
203155.0,Bulandshahr,Uttar Pradesh
627116.0,Vadakankulam,Tamil Nadu
403505.0,Sanquelim,Goa
624614.0,Chatrapatti,Tamil Nadu
416503.0,Kolhapur,Maharashtra
175126.0,Bhuntar,Himachal Pradesh
382041.0,Gandhinagar,Gujarat
444109.0,"Paras,Akola",Maharashtra
758034.0,Joda,Odisha
365541.0,Gwc Township Kovaya,Gujarat
852112.0,Kumarkhand,Bihar
506101.0,Mahabubabad,Telangana
793012.0,Shillong,Meghalaya
177106.0,Kangra,Himachal Pradesh
484001.0,Shahdol,Madhya Pradesh
574154.0,Mulky,Karnataka
392011.0,Bharuch,Gujarat
451447.0,Rajpur,Madhya Pradesh
314001.0,Dungarpur,Rajasthan
769003.0,Rourkela,Odisha
741404.0,Santipur,West Bengal
629201.0,Asaripallam,Tamil Nadu
754025.0,Cuttack,Odisha
788806.0,Badarpur,Assam
273409.0,Gorakhpur,Uttar Pradesh
533105.0,Rajahmundry,Andhra Pradesh
143416.0,Patti,Punjab
712245.0,"Makhla, Uttarpara, Hooghly",West Bengal
788007.0,Silchar,Assam
440019.0,Nagpur,Maharashtra
413133.0,Baramati,Maharashtra
632404.0,Ranipettai,Tamil Nadu
307802.0,Sirohi,Rajasthan
444002.0,Akola,Maharashtra
673592.0,Sulthan Batheri,Kerala
760010.0,Brahmapur,Odisha
460449.0,Betul,Madhya Pradesh
332714.0,Neemkathana Sikar,Rajasthan
207243.0,Etah,Uttar Pradesh
415311.0,Vita,Maharashtra
629158.0,Kannanoor,Tamil Nadu
685612.0,Munnar,Kerala
581350.0,Bhatkal,Karnataka
636014.0,Salem,Tamil Nadu
583128.0,Ballari,Karnataka
475005.0,Tekanpur,Madhya Pradesh
764073.0,Umarkote,Odisha
382460.0,Dhandhuka,Gujarat
680511.0,Elavally,Kerala
723121.0,Santuri,West Bengal
829107.0,Bokaro Thermal Township,Jharkhand
787031.0,North Lakhimpur,Assam
272200.0,Basti,Uttar Pradesh
574244.0,Karkal,Karnataka
515402.0,Gooty,Andhra Pradesh
326512.0,Jhalawar,Rajasthan
614205.0,Papanasam,Tamil Nadu
711312.0,Mugkalyan,West Bengal
425406.0,Sindkheda,Maharashtra
678102.0,Chittur Thathamangalam,Kerala
638057.0,Nallampatti,Tamil Nadu
147004.0,Patiala,Punjab
509131.0,Atmakur,Telangana
641601.0,Tiruppur,Tamil Nadu
855107.0,Kisanganj,Bihar
695522.0,Thiruvananthapuram,Kerala
143530.0,Gurdaspur,Punjab
490025.0,Bhilai,Chhattisgarh
679313.0,Shoranur,Kerala
685535.0,Kumily,Kerala
786192.0,Tinsukia,Assam
851133.0,Teghra,Bihar
825314.0,Barughutu,Jharkhand
689622.0,Kurattissery,Kerala
735135.0,Binnaguri,West Bengal
711409.0,Howrah,West Bengal
673001.0,Kozhikode,Kerala
110038.0,New Delhi,Delhi
761020.0,Chhatrapur,Odisha
670142.0,Taliparamba,Kerala
475220.0,Bhitarwar,Madhya Pradesh
125047.0,Hisar,Haryana
783331.0,Gauripur,Assam
760003.0,Berhampur,Odisha
635112.0,Kaveripattinam,Tamil Nadu
574212.0,Bellare Village And Post,Karnataka
625106.0,Melur,Tamil Nadu
636108.0,Salem,Tamil Nadu
410205.0,Pali,Maharashtra
144032.0,Jalandhar,Punjab
502294.0,Sangareddy,Telangana
302023.0,Jaipur,Rajasthan
400085.0,Mumbai,Maharashtra
769012.0,Rourkela,Odisha
685581.0,Thodupuzha,Kerala
400019.0,Mumbai,Maharashtra
691506.0,Kottarakkara,Kerala
690530.0,Alappuzha,Kerala
735206.0,Mangalbari,West Bengal
590005.0,Belagavi,Karnataka
609609.0,Karaikal,Puducherry
742302.0,Berhampore,West Bengal
679106.0,Kaniyarkode,Kerala
273010.0,Gorakhpur,Uttar Pradesh
221112.0,Gaura Kala,Uttar Pradesh
722149.0,Bankura,West Bengal
502255.0,Yeldurthy,Telangana
443112.0,Malkapur Midc,Maharashtra
673522.0,Thikkody,Kerala
123035.0,Rewari,Haryana
201314.0,Greater Noida,Uttar Pradesh
676551.0,Malappuram,Kerala
443101.0,Malkapur Dist: Buldhana,Maharashtra
591216.0,Chikode,Karnataka
689583.0,Pathanamthitta,Kerala
756025.0,Baleshwar,Odisha
571478.0,Mandya,Karnataka
712311.0,Dankuni,West Bengal
620002.0,Tiruchirappalli,Tamil Nadu
523180.0,Naguluppala Padu,Andhra Pradesh
561101.0,Kudur,Karnataka
591221.0,Belagavi,Karnataka
743368.0,Sarisha,West Bengal
695605.0,Attingal,Kerala
412109.0,Pune,Maharashtra
831015.0,Jamshedpur,Jharkhand
422206.0,Ozar,Maharashtra
500071.0,Secunderabad,Telangana
396007.0,Valsad,Gujarat
621218.0,Trichy,Tamil Nadu
231306.0,Chunar,Uttar Pradesh
689511.0,Alappuzha,Kerala
688533.0,Alappuzha,Kerala
796007.0,Aizawl,Mizoram
678009.0,Palakkad,Kerala
786191.0,Duliajan No 1,Assam
784028.0,Tezpur,Assam
682557.0,Kalpeni,Lakshadweep
410503.0,Manchar,Maharashtra
221109.0,Varanasi,Uttar Pradesh
250609.0,Baghpat,Uttar Pradesh
690110.0,Mavelikkara,Kerala
683514.0,Kochi,Kerala
829144.0,Phusro,Jharkhand
753002.0,Cuttack,Odisha
712404.0,Howrah,West Bengal
333023.0,Baggar,Rajasthan
695601.0,Thiruvananthapuram,Kerala
263639.0,Kausani,Uttarakhand
683549.0,Ernakulam,Kerala
461661.0,Babai,Madhya Pradesh
477445.0,Lahar,Madhya Pradesh
754142.0,Jagatsinghapur,Odisha
273306.0,Kachhrahwa Tola,Uttar Pradesh
713201.0,Durgapur,West Bengal
534450.0,Pedavegi,Andhra Pradesh
581351.0,Kumta,Karnataka
495452.0,Korba,Chhattisgarh
263656.0,Almora,Uttarakhand
321411.0,Bharatpur,Rajasthan
222131.0,Jaunpur,Uttar Pradesh
700073.0,Kolkata,West Bengal
276129.0,Mau,Uttar Pradesh
571463.0,Mandya,Karnataka
125052.0,Adampur,Haryana
824234.0,Bodh Gaya,Bihar
422306.0,Lasalgaon,Maharashtra
686143.0,Vaikom,Kerala
441208.0,Armori,Maharashtra
360530.0,Jamjodhpur,Gujarat
487001.0,Narsinghpur,Madhya Pradesh
783301.0,Dhubri,Assam
383315.0,"Malpur Road, Modasa",Gujarat
713364.0,Rupnarayanpur,West Bengal
734105.0,Darjeeling,West Bengal
581355.0,Siddapur,Karnataka
759128.0,"Bonda,Banarpal",Odisha
625515.0,Chinnamanur,Tamil Nadu
382002.0,Gandhinagar,Gujarat
360490.0,Upleta,Gujarat
572107.0,Tumkur,Karnataka
612501.0,Perumandi,Tamil Nadu
443301.0,Mehkar,Maharashtra
683105.0,Aluva,Kerala
695561.0,Nedumangad,Kerala
783124.0,Dudhnai,Assam
173030.0,Kala Amb,Himachal Pradesh
621111.0,Trichy,Tamil Nadu
444403.0,Mangrulpir,Maharashtra
695141.0,Varkala,Kerala
443202.0,Sindkhed Raja,Maharashtra
243751.0,Babrala,Uttar Pradesh
126112.0,"Safidon, Ditt. Jind",Haryana
423101.0,Chandvad,Maharashtra
673315.0,Atholi,Kerala
173025.0,Paonta Sahib,Himachal Pradesh
799286.0,Halhali,Tripura
581334.0,Honnavar,Karnataka
221314.0,Maharajganj,Uttar Pradesh
403725.0,Dramapur,Goa
422004.0,Nasik,Maharashtra
632317.0,Arani Tiruvannamalai District,Tamil Nadu
781131.0,Rani Block,Assam
403712.0,Chicalim,Goa
577528.0,Jagalur,Karnataka
174002.0,Bilaspur,Himachal Pradesh
144024.0,Sufipind,Punjab
127306.0,Charkhi Dadri,Haryana
821307.0,Rohtas,Bihar
643102.0,Coonoor,Tamil Nadu
441502.0,Nagpur,Maharashtra
495224.0,Bilha,Chhattisgarh
517408.0,Palamaner,Andhra Pradesh
712138.0,Chandannagar,West Bengal
424306.0,Pampalner,Maharashtra
413219.0,Solapur,Maharashtra
639006.0,Karur,Tamil Nadu
743122.0,"Palta, North 24 Paraganas, West Bengal",West Bengal
321602.0,Nadbai,Rajasthan
242221.0,Jalalabad Shahjahanpur District,Uttar Pradesh
574234.0,Sullia,Karnataka
522113.0,Guntur,Andhra Pradesh
263152.0,Gadarpur,Uttarakhand
785107.0,Jorhat,Assam
721304.0,Kharagpur,West Bengal
621215.0,Thottiyam,Tamil Nadu
688582.0,Alappuzha,Kerala
683556.0,Vengola,Kerala
600031.0,Chennai,Tamil Nadu
450661.0,Pandhana,Madhya Pradesh
444003.0,Akola,Maharashtra
751005.0,Bhubaneswar,Odisha
431123.0,Kaij,Maharashtra
421506.0,Ambarnath,Maharashtra
688561.0,Alappuzha,Kerala
524132.0,Venkatagiri,Andhra Pradesh
691508.0,Kollam,Kerala
734006.0,Siliguri,West Bengal
272301.0,Basti,Uttar Pradesh
394350.0,Bardoli,Gujarat
680011.0,Thrissur,Kerala
761108.0,Surada,Odisha
506314.0,Warangal,Telangana
700005.0,Kolkata,West Bengal
629501.0,Peruvilai,Tamil Nadu
680561.0,Cherpu,Kerala
641605.0,Tiruppur,Tamil Nadu
415501.0,Koregaon,Maharashtra
682004.0,Kochi,Kerala
284405.0,Mahroni,Uttar Pradesh
475335.0,Bhander,Madhya Pradesh
181152.0,Jammu And Kadhmir,Jammu & Kashmir
682003.0,Kochi,Kerala
458880.0,Garoth,Madhya Pradesh
721631.0,Nandigram,West Bengal
343041.0,Sanchore,Rajasthan
682016.0,Ernakulam,Kerala
144410.0,Phillaur,Punjab
713343.0,Kulti,West Bengal
431515.0,Parli,Maharashtra
757037.0,Karanjia,Odisha
793021.0,Shillong,Meghalaya
721160.0,Debra,West Bengal
735204.0,Birpara Tea Garden,West Bengal
123501.0,Bawal,Haryana
700076.0,Kolkata,West Bengal
243501.0,Fatehganj Pashchimi,Uttar Pradesh
576113.0,Udupi,Karnataka
583131.0,Ballari,Karnataka
507202.0,Khammam,Telangana
636501.0,Jalagandapuram,Tamil Nadu
305006.0,Ajmer,Rajasthan
755050.0,Jajapur,Odisha
273212.0,Gorakhpur,Uttar Pradesh
506132.0,Narsampet,Telangana
768104.0,Bargarh District,Odisha
421401.0,Murbad,Maharashtra
700138.0,Budge Budge,West Bengal
475661.0,Datia,Madhya Pradesh
522317.0,Guntur,Andhra Pradesh
509339.0,Kosigi,Telangana
733143.0,Itahar,West Bengal
670304.0,Kannur,Kerala
144411.0,Jalandha,Punjab
785010.0,Jorhat,Assam
679564.0,Punnayur,Kerala
148035.0,Dirba,Punjab
312615.0,Arnod,Rajasthan
731302.0,"Kirnahar , Birbhum",West Bengal
492009.0,Raipur,Chhattisgarh
204216.0,Sasni,Uttar Pradesh
744211.0,Swaraj Dweep,Andaman & Nicobar 
754005.0,"Barang, Dadhapatna",Odisha
563122.0,Kolar Gold Field - Kgf,Karnataka
781032.0,Guwahati,Assam
670008.0,Pallikkunnu,Kerala
584124.0,Koppal,Karnataka
752077.0,Khandapara,Odisha
147301.0,Mandi Govindgarh,Punjab
141401.0,Khanna,Punjab
247341.0,Gangoh,Uttar Pradesh
441302.0,Katol,Maharashtra
160035.0,Chandigarh,Chandigarh
388315.0,Anand,Gujarat
802119.0,Dumraon,Bihar
624401.0,Natham,Tamil Nadu
401602.0,Dahanu,Maharashtra
